,study_ID,site_ID,state,rye_planting_date,rye_sampling_date,growing_days,N_rate_fall.kg_ha,N_rate_spring.kg_ha,zone,GS0_20avgTmin,GS0_20avgTmax,GS0_20avgTavg,GS0_20avgSrad,GS0_20cRain,GS0_20cGDD,GS20_30avgTmin,GS20_30avgTmax,GS20_30avgTavg,GS20_30avgSrad,GS20_30cRain,GS20_30cGDD,GS30_40avgTmin,GS30_40avgTmax,GS30_40avgTavg,GS30_40avgSrad,GS30_40cRain,GS30_40cGDD,GS40_50avgTmin,GS40_50avgTmax,GS40_50avgTavg,GS40_50avgSrad,GS40_50cRain,GS40_50cGDD,GS50avgTmin,GS50avgTmax,GS50avgTavg,GS50avgSrad,GS50cRain,GS50cGDD,FallcumGDD,SpringcumGDD,TotalcumGDD,OM (%/100),Sand,Silt,Clay,awc,legume_preceding,planting_method,cn_ratio_mean,cn_ratio_std,cn_ratio_count,biomass_mean,biomass_mean_std,biomass_count
461,20,17,DE,10/14/14,4/29/15,197,0,56,7b,-0.3,9.66,4.68,8.87,494.77,430.54,2.16,13.43,7.8,16.04,77.55,110.4,8.29,20.76,14.52,17.93,75.88,111.345,5.86,17.86,11.86,20.74,7.09,67.125,,,,,,,323.96,307.055,719.4,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,7640,,1
462,20,17,DE,10/14/14,5/7/15,205,0,56,7b,-0.3,9.66,4.68,8.87,494.77,430.54,2.16,13.43,7.8,16.04,77.55,110.4,8.29,20.76,14.52,17.93,75.88,111.345,6.41,18.65,12.53,20.7,13.14,105.695,13.06,26.4,19.73,22.39,0,61.325,323.96,406.94,819.285,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,11440,,1
463,20,17,DE,10/14/14,4/29/15,197,0,0,7b,-0.3,9.66,4.68,8.87,494.77,430.54,2.16,13.43,7.8,16.04,77.55,110.4,8.29,20.76,14.52,17.93,75.88,111.345,5.86,17.86,11.86,20.74,7.09,67.125,,,,,,,323.96,307.055,719.4,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4026.666667,,1
464,20,17,DE,10/14/14,5/7/15,205,0,0,7b,-0.3,9.66,4.68,8.87,494.77,430.54,2.16,13.43,7.8,16.04,77.55,110.4,8.29,20.76,14.52,17.93,75.88,111.345,6.41,18.65,12.53,20.7,13.14,105.695,13.06,26.4,19.73,22.39,0,61.325,323.96,406.94,819.285,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,8893.333333,,1
465,20,17,DE,10/12/15,5/10/16,211,0,0,7b,6.45,18.24,12.35,9.66,91.77,384.26,1.59,11.51,6.55,8.81,350.93,423.16,6.19,17.14,11.67,15.23,45.77,109.01,3.5,17.1,10.3,19.84,44.65,117.98,9.77,18.37,14.07,14.17,91.78,183.725,394.72,511.045,1218.13,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,10933.33333,,1
466,20,17,DE,9/15/16,5/2/17,229,0,45,7b,16.73,24.37,20.55,10.62,410.75,386.87,2.42,13.16,7.79,9.74,339.24,753.4,8.88,20.61,14.74,17.86,56.9,248.28,14.61,23.93,19.27,16.13,35.36,132.86,,,,,,,804.07,500.92,1521.41,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,2780,,1
467,20,17,DE,9/15/16,5/23/17,250,0,45,7b,16.73,24.37,20.55,10.62,410.75,386.87,2.42,13.16,7.79,9.74,339.24,753.4,8.88,20.61,14.74,17.86,56.9,248.28,11.51,21.01,16.26,17.3,113.89,248.1,14.16,25.44,19.8,20.66,29.5,134.54,804.07,750.7,1771.19,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,2170,,1
468,20,17,DE,10/17/16,5/2/17,197,0,45,7b,2.38,12.95,7.67,8.52,222.81,568.05,1.16,12.25,6.7,14.2,114.37,112.93,7.54,19.77,13.65,18.21,22.85,101.79,10.35,22.94,16.65,19.81,3.87,122.455,13.8,22.55,18.17,14.92,41.61,150.55,338.445,500.92,1055.785,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,3168.571429,,1
469,20,17,DE,10/17/16,5/23/17,218,0,45,7b,2.38,12.95,7.67,8.52,222.81,568.05,1.16,12.25,6.7,14.2,114.37,112.93,7.54,19.77,13.65,18.21,22.85,101.79,10.35,22.94,16.65,19.81,3.87,122.455,12.17,21.97,17.07,17.75,149.64,400.33,338.445,750.7,1305.565,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4760,,1
470,20,17,DE,10/17/16,5/16/17,211,0,67,7b,2.38,12.95,7.67,8.52,222.81,568.05,1.16,12.25,6.7,14.2,114.37,112.93,7.54,19.77,13.65,18.21,22.85,101.79,10.35,22.94,16.65,19.81,3.87,122.455,11.23,20.89,16.06,17.42,120.14,290.51,338.445,640.875,1195.74,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,6366,,1
471,20,17,DE,10/17/16,5/2/17,197,0,0,7b,2.38,12.95,7.67,8.52,222.81,568.05,1.16,12.25,6.7,14.2,114.37,112.93,7.54,19.77,13.65,18.21,22.85,101.79,10.35,22.94,16.65,19.81,3.87,122.455,13.8,22.55,18.17,14.92,41.61,150.55,338.445,500.92,1055.785,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1750,,1
472,20,17,DE,10/17/16,5/16/17,211,0,0,7b,2.38,12.95,7.67,8.52,222.81,568.05,1.16,12.25,6.7,14.2,114.37,112.93,7.54,19.77,13.65,18.21,22.85,101.79,10.35,22.94,16.65,19.81,3.87,122.455,11.23,20.89,16.06,17.42,120.14,290.51,338.445,640.875,1195.74,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4772,,1
473,20,17,DE,10/17/16,5/23/17,218,0,0,7b,2.38,12.95,7.67,8.52,222.81,568.05,1.16,12.25,6.7,14.2,114.37,112.93,7.54,19.77,13.65,18.21,22.85,101.79,10.35,22.94,16.65,19.81,3.87,122.455,12.17,21.97,17.07,17.75,149.64,400.33,338.445,750.7,1305.565,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,2535,,1
474,20,17,DE,11/4/16,5/25/17,202,0,45,7b,1.04,11.51,6.28,9.14,299.95,435.75,7.48,18.3,12.89,16,51.2,110.365,9.36,23.56,16.46,21.42,0,108.55,10.72,19.39,15.06,14.19,41.33,106.55,12.48,22.86,17.67,18.87,134.13,366.635,134.025,777.42,1127.865,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,7560,,1
475,20,17,DE,11/4/16,5/3/17,180,0,67,7b,1.04,11.51,6.28,9.14,299.95,435.75,7.48,18.3,12.89,16,51.2,110.365,9.36,23.56,16.46,21.42,0,108.55,10.72,19.39,15.06,14.19,41.33,106.55,15.96,27.08,21.52,19.41,4.15,101.765,134.025,512.545,862.99,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4512,,1
476,20,17,DE,11/4/16,5/16/17,193,0,67,7b,1.04,11.51,6.28,9.14,299.95,435.75,7.48,18.3,12.89,16,51.2,110.365,9.36,23.56,16.46,21.42,0,108.55,10.72,19.39,15.06,14.19,41.33,106.55,11.29,21.83,16.56,19.25,82.68,230.095,134.025,640.875,991.32,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,6300,,1
477,20,17,DE,11/4/16,5/25/17,202,0,67,7b,1.04,11.51,6.28,9.14,299.95,435.75,7.48,18.3,12.89,16,51.2,110.365,9.36,23.56,16.46,21.42,0,108.55,10.72,19.39,15.06,14.19,41.33,106.55,12.48,22.86,17.67,18.87,134.13,366.635,134.025,777.42,1127.865,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,9040,,1
478,20,17,DE,11/4/16,5/3/17,180,0,0,7b,1.04,11.51,6.28,9.14,299.95,435.75,7.48,18.3,12.89,16,51.2,110.365,9.36,23.56,16.46,21.42,0,108.55,10.72,19.39,15.06,14.19,41.33,106.55,15.96,27.08,21.52,19.41,4.15,101.765,134.025,512.545,862.99,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,3532,,1
479,20,17,DE,11/4/16,5/16/17,193,0,0,7b,1.04,11.51,6.28,9.14,299.95,435.75,7.48,18.3,12.89,16,51.2,110.365,9.36,23.56,16.46,21.42,0,108.55,10.72,19.39,15.06,14.19,41.33,106.55,11.29,21.83,16.56,19.25,82.68,230.095,134.025,640.875,991.32,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,5052,,1
480,20,17,DE,11/4/16,5/25/17,202,0,0,7b,1.04,11.51,6.28,9.14,299.95,435.75,7.48,18.3,12.89,16,51.2,110.365,9.36,23.56,16.46,21.42,0,108.55,10.72,19.39,15.06,14.19,41.33,106.55,12.48,22.86,17.67,18.87,134.13,366.635,134.025,777.42,1127.865,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,6200,,1
481,20,17,DE,10/20/17,5/23/18,215,45,0,7b,0.5,10.85,5.67,9.28,454.73,504.51,4.7,16.91,10.8,19.57,53.97,109.43,6.29,17.47,11.88,18.73,56.73,112.255,13.73,26.25,19.99,20.34,0.53,109.135,14.81,24.73,19.77,17.08,203.92,245.86,282.105,605.995,1081.19,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4294,,1
482,20,17,DE,10/20/17,5/23/18,215,0,45,7b,0.5,10.85,5.67,9.28,454.73,504.51,4.7,16.91,10.8,19.57,53.97,109.43,6.29,17.47,11.88,18.73,56.73,112.255,13.73,26.25,19.99,20.34,0.53,109.135,14.81,24.73,19.77,17.08,203.92,245.86,282.105,605.995,1081.19,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,5526,,1
483,20,17,DE,10/20/17,5/23/18,215,67,0,7b,0.5,10.85,5.67,9.28,454.73,504.51,4.7,16.91,10.8,19.57,53.97,109.43,6.29,17.47,11.88,18.73,56.73,112.255,13.73,26.25,19.99,20.34,0.53,109.135,14.81,24.73,19.77,17.08,203.92,245.86,282.105,605.995,1081.19,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,4460,,1
484,20,17,DE,10/20/17,5/23/18,215,0,67,7b,0.5,10.85,5.67,9.28,454.73,504.51,4.7,16.91,10.8,19.57,53.97,109.43,6.29,17.47,11.88,18.73,56.73,112.255,13.73,26.25,19.99,20.34,0.53,109.135,14.81,24.73,19.77,17.08,203.92,245.86,282.105,605.995,1081.19,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,6060,,1
485,20,17,DE,10/20/17,5/23/18,215,0,0,7b,0.5,10.85,5.67,9.28,454.73,504.51,4.7,16.91,10.8,19.57,53.97,109.43,6.29,17.47,11.88,18.73,56.73,112.255,13.73,26.25,19.99,20.34,0.53,109.135,14.81,24.73,19.77,17.08,203.92,245.86,282.105,605.995,1081.19,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,3680,,1
490,20,17,DE,10/17/18,5/9/19,204,0,0,7b,1.22,10.86,6.04,8.74,594.83,450.27,4.05,16.5,10.27,18.88,15.23,105.795,10.69,21.11,15.9,15.75,36.33,115.01,12.74,22.59,17.66,16.42,57.89,106.115,12.37,23.44,17.9,19.88,47.91,175.525,239.48,548.175,952.7,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,2406,,1
491,20,17,DE,10/25/18,4/24/19,181,0,0,7b,0.98,10.66,5.82,9.02,591.02,414.81,6.49,18.92,12.71,18.69,14.03,108.01,11.39,21.27,16.33,14.7,63.08,107.37,11.99,22.61,17.3,18,7.84,64.51,,,,,,,182.66,346.995,694.7,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1103.333333,,1
492,20,17,DE,10/25/18,5/3/19,190,0,0,7b,0.98,10.66,5.82,9.02,591.02,414.81,6.49,18.92,12.71,18.69,14.03,108.01,11.39,21.27,16.33,14.7,63.08,107.37,11.95,22.47,17.21,18.19,31.14,115.26,12.01,24.43,18.22,20.86,27.59,69.11,182.66,466.855,814.56,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1503,,1
493,20,17,DE,10/25/18,5/8/19,195,0,0,7b,0.98,10.66,5.82,9.02,591.02,414.81,6.49,18.92,12.71,18.69,14.03,108.01,11.39,21.27,16.33,14.7,63.08,107.37,11.95,22.47,17.21,18.19,31.14,115.26,12.48,23.54,18.01,19.49,47.91,136.1,182.66,533.84,881.545,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1873.333333,,1
494,20,17,DE,10/25/18,5/22/19,209,0,0,7b,0.98,10.66,5.82,9.02,591.02,414.81,6.49,18.92,12.71,18.69,14.03,108.01,11.39,21.27,16.33,14.7,63.08,107.37,11.95,22.47,17.21,18.19,31.14,115.26,13.08,23.37,18.23,19.28,94.62,330.39,182.66,728.13,1075.835,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,3563.333333,,1
495,20,17,DE,11/20/18,5/3/19,164,0,0,7b,0.14,9.89,5.02,9.35,436.77,274.69,6.31,18.58,12.44,18.17,17.51,104.535,12.55,21.56,17.06,14.07,67.44,113.9,10.97,22.85,16.91,20.48,23.85,112.61,14.32,26,20.16,19.25,27.04,47.28,21.115,466.855,653.015,0.0081,0.7691,0.1676,0.0633,0.0965,no,Drilled,,,0,1143,,1
496,20,46,DE,10/10/18,5/6/19,208,0,0,7b,0.25,9.33,4.79,8.65,816.68,384.28,4.01,16.84,10.42,18.42,9.07,109.5,11.48,22.01,16.75,14.94,49.98,111.115,9.86,21.54,15.7,19.33,20.47,112.995,12.54,21.57,17.06,16.2,36.01,75.94,257.72,450.875,793.84,0.0119,0.2534,0.6046,0.142,0.2117,no,Drilled,,,0,3910,,1
497,20,46,DE,11/9/18,5/6/19,178,0,0,7b,-1.12,8.2,3.54,9.22,645.5,195.51,8.74,20.61,14.67,15.99,32.78,102.73,11.06,21.74,16.4,17.07,22.55,107.965,10.35,21.56,15.96,19.08,20.47,115.575,12.94,20.75,16.85,13.71,36.01,37.335,23.015,450.875,559.135,0.0119,0.2534,0.6046,0.142,0.2117,no,Drilled,,,0,3238,,1
498,21,4,MD,10/16/16,4/3/17,169,0,0,7b,1.97,12.34,7.16,8.5,195.01,535.78,2.04,12.67,7.35,13.78,76.62,114.15,6.06,19.81,12.93,20.58,1.18,8.535,,,,,,,,,,,,,330.28,139.095,658.47,0.0862,0.2745,0.4715,0.1707,0.2382,yes,Drilled,,,0,2668.759167,350.5823634,2
499,21,4,MD,10/16/16,5/2/17,198,0,0,7b,1.97,12.34,7.16,8.5,195.01,535.78,2.04,12.67,7.35,13.78,76.62,114.15,8.18,21.77,14.97,19.18,38.25,105.745,11.22,23.01,17.11,17.41,23.63,101.71,13.79,23.2,18.5,16.08,27,168.195,330.28,506.2,1025.575,0.0862,0.2745,0.4715,0.1707,0.2382,yes,Drilled,,,0,8009.230834,1035.16308,2
500,21,4,MD,10/20/17,4/4/18,166,0,0,7b,0.18,10.11,5.14,9.06,302.32,457.84,5.2,15.53,10.36,17.59,3.55,23.855,,,,,,,,,,,,,,,,,,,249.84,68.63,481.705,0.0862,0.2745,0.4715,0.1707,0.2382,yes,Drilled,,,0,356.514,123.6107506,2
501,21,4,MD,10/20/17,4/23/18,185,0,0,7b,0.18,10.11,5.14,9.06,302.32,457.84,4.96,16.29,10.63,18.3,54.11,112.205,4.47,17.3,10.88,22.22,0,32.405,,,,,,,,,,,,,249.84,189.39,602.465,0.0862,0.2745,0.4715,0.1707,0.2382,yes,Drilled,,,0,3030.213,810.1845651,2
502,21,4,MD,10/20/17,5/4/18,196,0,0,7b,0.18,10.11,5.14,9.06,302.32,457.84,4.96,16.29,10.63,18.3,54.11,112.205,6.89,18.46,12.68,19.14,46.82,99.345,12.98,31.1,22.04,24.42,0.92,69.57,,,,,,,249.84,325.895,738.97,0.0862,0.2745,0.4715,0.1707,0.2382,yes,Drilled,,,0,3775.2475,1354.311011,2
503,21,17,DE,11/9/18,4/4/19,146,0,0,7b,0.32,10.06,5.19,9.23,494.85,306.73,2.33,15.82,9.07,20.36,1.9,23.365,,,,,,,,,,,,,,,,,,,53.155,111.905,330.105,0.0413,0.7364,0.1574,0.0618,0.1247,yes,Drilled,,,0,617.045,66.60238772,2
504,21,17,DE,11/9/18,4/25/19,167,0,0,7b,0.32,10.06,5.19,9.23,494.85,306.73,6.31,18.58,12.44,18.17,17.51,104.535,12.55,21.56,17.06,14.07,67.44,113.9,11.59,23.36,17.48,20.31,0,52.31,,,,,,,53.155,359.28,577.48,0.0413,0.7364,0.1574,0.0618,0.1247,yes,Drilled,,,0,1049.321667,283.2551912,2
505,21,17,DE,11/9/18,5/9/19,181,0,0,7b,0.32,10.06,5.19,9.23,494.85,306.73,6.31,18.58,12.44,18.17,17.51,104.535,12.55,21.56,17.06,14.07,67.44,113.9,10.97,22.85,16.91,20.48,23.85,112.61,13.48,23.9,18.69,18.82,47.36,128.59,53.155,548.175,766.375,0.0413,0.7364,0.1574,0.0618,0.1247,yes,Drilled,,,0,2556.646667,314.3891028,2
506,21,17,DE,11/10/17,5/1/18,172,0,0,7b,-0.51,9.9,4.7,10.17,360.2,346.1,6.56,18.15,12.35,18.82,90.5,111.365,8.22,21.3,14.76,20.53,10.56,62.17,,,,,,,,,,,,,65.055,262.07,519.64,0.0081,0.7691,0.1676,0.0633,0.0965,yes,Drilled,,,0,916.4933334,108.4041836,2
507,21,17,DE,11/10/17,5/15/18,186,0,0,7b,-0.51,9.9,4.7,10.17,360.2,346.1,6.56,18.15,12.35,18.82,90.5,111.365,9.79,23.48,16.63,21.16,10.56,97.86,13.33,24.35,18.84,20.12,1.4,115.52,15.31,25.88,20.6,16.09,73.74,64.78,65.055,478.065,735.635,0.0081,0.7691,0.1676,0.0633,0.0965,yes,Drilled,,,0,3055.886667,259.4846187,2
508,21,47,MD,10/30/16,4/3/17,155,0,0,8a,2.05,11.22,6.64,8.61,271.6,469.86,5.84,16.22,11.03,15.62,39.43,87.905,,,,,,,,,,,,,,,,,,,199.045,151.725,557.755,0.015,0.1817,0.6735,0.1448,0.2001,no,Drilled,,,0,1013.4275,422.7048983,2
509,21,47,MD,10/30/16,5/2/17,184,0,0,8a,2.05,11.22,6.64,8.61,271.6,469.86,6.23,16.9,11.57,15.99,39.43,102.005,9.05,20.86,14.95,18.38,20.25,116.075,11.86,20.29,16.08,14.65,25.57,116.785,16.23,26.84,21.54,19.84,3.21,118.635,199.045,517.31,923.34,0.015,0.1817,0.6735,0.1448,0.2001,no,Drilled,,,0,4757.969167,55.91682551,2
510,21,47,MD,11/22/17,4/4/18,133,0,0,8a,-0.34,8.88,4.27,9.38,353.37,278.05,,,,,,,,,,,,,,,,,,,,,,,,,31.97,71.8,278.05,0.015,0.1817,0.6735,0.1448,0.2001,yes,Drilled,,,0,214.866,37.45403199,2
511,21,47,MD,11/22/17,4/23/18,152,0,0,8a,-0.24,9.02,4.39,9.71,353.37,294.9,5.86,17.82,11.84,20.5,33.73,104.16,,,,,,,,,,,,,,,,,,,31.97,192.805,399.055,0.015,0.1817,0.6735,0.1448,0.2001,yes,Drilled,,,0,746.861,54.20822006,2
512,21,47,MD,11/22/17,5/4/18,163,0,0,8a,-0.24,9.02,4.39,9.71,353.37,294.9,5.86,17.82,11.84,20.5,33.73,104.16,9.36,21.69,15.52,19.05,42.4,100.105,17.65,30.96,24.31,21.5,0,39.29,,,,,,,31.97,332.195,538.445,0.015,0.1817,0.6735,0.1448,0.2001,yes,Drilled,,,0,3675.359,341.3190291,2
513,21,48,MA,9/14/18,4/15/19,213,0,0,6a,6.99,16.77,11.88,10.43,298.15,376.32,-5.91,4.48,-0.72,11.01,708.76,102.345,6.08,15,10.54,16.12,120.18,98.155,7.42,18.65,13.04,25.87,0,8.635,,,,,,,402.785,177.025,585.47,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,716.29,,1
514,21,48,MA,9/14/18,5/6/19,234,0,0,6a,6.99,16.77,11.88,10.43,298.15,376.32,-5.91,4.48,-0.72,11.01,708.76,102.345,6.08,15,10.54,16.12,120.18,98.155,7.42,18.65,13.04,25.87,0,8.635,,,,,,,402.785,177.025,585.47,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,1914.77,,1
515,21,48,MA,9/14/18,5/6/19,234,0,0,6a,6.99,16.77,11.88,10.43,298.15,376.32,-5.91,4.48,-0.72,11.01,708.76,102.345,6.08,15,10.54,16.12,120.18,98.155,5.79,17.22,11.5,22.57,38.42,92.345,9,24.52,16.76,22.31,8.3,37.085,402.785,297.83,706.275,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,877.6033333,,1
516,21,48,MA,9/14/18,5/21/19,249,0,0,6a,6.99,16.77,11.88,10.43,298.15,376.32,-5.91,4.48,-0.72,11.01,708.76,102.345,6.08,15,10.54,16.12,120.18,98.155,5.79,17.22,11.5,22.57,38.42,92.345,9,24.52,16.76,22.31,8.3,37.085,402.785,297.83,706.275,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,2707.346667,285.7795624,2
517,21,48,MA,9/14/18,4/15/19,213,0,0,6a,6.99,16.77,11.88,10.43,298.15,376.32,-5.91,4.48,-0.72,11.01,708.76,102.345,6.08,15,10.54,16.12,120.18,98.155,5.79,17.22,11.5,22.57,38.42,92.345,9,24.52,16.76,22.31,8.3,37.085,402.785,297.83,706.275,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,1102.39,,1
518,21,48,MA,9/12/17,4/30/18,230,0,0,6a,11.72,24.62,18.17,12.84,45.92,385.57,-4.77,6.17,0.7,10.33,688.61,243.47,5.92,19.44,12.68,19.91,39.28,91.12,8.21,22.51,15.36,21.68,3.19,54.81,,,,,,,589.125,171.39,774.97,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,3487.4,,1
519,21,48,MA,9/12/17,5/9/18,239,0,0,6a,11.72,24.62,18.17,12.84,45.92,385.57,-4.77,6.17,0.7,10.33,688.61,243.47,5.92,19.44,12.68,19.91,39.28,91.12,8.21,22.51,15.36,21.68,3.19,54.81,,,,,,,589.125,171.39,774.97,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,3803.61,,1
520,21,48,MA,9/12/17,5/9/18,239,0,0,6a,11.72,24.62,18.17,12.84,45.92,385.57,-4.77,6.17,0.7,10.33,688.61,243.47,5.92,19.44,12.68,19.91,39.28,91.12,7.81,21.18,14.5,20.94,7.84,90.89,8.84,24.49,16.66,21.88,13.62,24.53,589.125,231.995,835.575,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,4650.643333,,1
521,21,48,MA,9/12/17,5/15/18,245,0,0,6a,11.72,24.62,18.17,12.84,45.92,385.57,-4.77,6.17,0.7,10.33,688.61,243.47,5.92,19.44,12.68,19.91,39.28,91.12,7.81,21.18,14.5,20.94,7.84,90.89,8.84,24.49,16.66,21.88,13.62,24.53,589.125,231.995,835.575,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,6362.025,693.3111279,2
522,21,48,MA,9/12/17,4/30/18,230,0,0,6a,11.72,24.62,18.17,12.84,45.92,385.57,-4.77,6.17,0.7,10.33,688.61,243.47,5.92,19.44,12.68,19.91,39.28,91.12,7.81,21.18,14.5,20.94,7.84,90.89,8.84,24.49,16.66,21.88,13.62,24.53,589.125,231.995,835.575,0.0236,0.5349,0.4018,0.0633,0.1972,yes,Drilled,,,0,3085.86,,1
523,21,49,NY,10/20/17,4/27/18,189,0,0,6a,-5.16,4.45,-0.36,9.53,470.84,164.82,,,,,,,,,,,,,,,,,,,,,,,,,99.83,39.02,164.82,0.04,0.207,0.673,0.12,0.2,yes,Drilled,,,0,362.93,40.99805117,2
524,21,49,NY,10/20/17,5/7/18,199,0,0,6a,-4.99,4.8,-0.1,9.87,474.82,192.02,9.62,23.06,16.34,21.06,7.61,59.69,,,,,,,,,,,,,,,,,,,99.83,125.91,251.71,0.04,0.207,0.673,0.12,0.2,yes,Drilled,,,0,912.49,61.26373152,2
525,21,49,NY,10/20/17,5/17/18,209,0,0,6a,-4.99,4.8,-0.1,9.87,474.82,192.02,8.51,23.63,16.07,21.96,15.71,93.35,7.95,18.87,13.41,18.28,19.76,63.07,,,,,,,,,,,,,99.83,222.635,348.435,0.04,0.207,0.673,0.12,0.2,yes,Drilled,,,0,1670.675,52.31883074,2
526,21,49,NY,10/22/18,4/27/19,187,0,0,6a,-5.25,3.92,-0.67,9.38,452.48,113.17,4.78,17.08,10.93,17.71,39.98,65.285,,,,,,,,,,,,,,,,,,,35.72,131.91,178.46,0.04,0.207,0.673,0.12,0.2,yes,Drilled,,,0,1095.38,161.2203461,2
527,21,49,NY,10/22/18,5/8/19,198,0,0,6a,-5.25,3.92,-0.67,9.38,452.48,113.17,4.14,15.91,10.03,17.8,50.04,91.745,7.9,16.11,12,15.37,11.34,38.025,,,,,,,,,,,,,35.72,196.39,242.94,0.04,0.207,0.673,0.12,0.2,yes,Drilled,,,0,2484.856667,522.4010621,2
528,21,49,NY,10/22/18,5/16/19,206,0,0,6a,-5.25,3.92,-0.67,9.38,452.48,113.17,4.14,15.91,10.03,17.8,50.04,91.745,6.41,15.12,10.77,15.1,71.62,82.755,,,,,,,,,,,,,35.72,241.115,287.665,0.04,0.207,0.673,0.12,0.2,yes,Drilled,,,0,3733.746667,492.7072908,2
529,21,50,PA,10/4/17,4/26/18,204,0,0,6b,-3.37,6.74,1.68,9.46,567.33,342.5,2.27,13.38,7.82,17.04,56.69,49.82,,,,,,,,,,,,,,,,,,,275.895,76.865,392.32,0.0195,0.2172,0.5162,0.2666,0.1813,yes,Drilled,,,0,1127.416667,197.9993266,2
530,21,50,PA,10/4/17,5/7/18,215,0,0,6b,-3.37,6.74,1.68,9.46,567.33,342.5,2.59,15.34,8.96,18.81,65.67,92,10.46,22.32,16.39,15.52,25.08,59.965,,,,,,,,,,,,,275.895,179.005,494.46,0.0195,0.2172,0.5162,0.2666,0.1813,yes,Drilled,,,0,2771.815,122.6476712,2
531,21,50,PA,10/4/17,5/14/18,222,0,0,6b,-3.37,6.74,1.68,9.46,567.33,342.5,2.59,15.34,8.96,18.81,65.67,92,10.15,23.02,16.58,17.45,44.21,109.665,9.86,22.74,16.3,18.19,23.19,35.695,,,,,,,275.895,264.395,579.85,0.0195,0.2172,0.5162,0.2666,0.1813,yes,Drilled,,,0,3150.495,259.1758485,2
532,21,50,PA,10/4/18,4/22/19,200,0,0,6b,-2.85,6.15,1.65,9.61,627.72,261.91,6.54,17.53,12.04,16.96,75.8,106.915,,,,,,,,,,,,,,,,,,,209.475,153.835,368.835,0.0172,0.1564,0.483,0.3606,0.1598,yes,Drilled,,,0,1114.053334,134.7981225,2
533,21,50,PA,10/4/18,5/7/19,215,0,0,6b,-2.85,6.15,1.65,9.61,627.72,261.91,6.54,17.53,12.04,16.96,75.8,106.915,7.39,18.34,12.86,16.66,38.4,101.565,10.39,21.01,15.7,17.87,15.38,33.89,,,,,,,209.475,289.295,504.295,0.0172,0.1564,0.483,0.3606,0.1598,yes,Drilled,,,0,2484.856667,522.4010621,2
534,21,50,PA,10/4/18,5/17/19,225,0,0,6b,-2.85,6.15,1.65,9.61,627.72,261.91,6.54,17.53,12.04,16.96,75.8,106.915,7.39,18.34,12.86,16.66,38.4,101.565,8.44,18,13.22,17.76,64.37,105.85,9.83,23.98,16.9,26.29,0.19,12.5,209.475,373.755,588.755,0.0172,0.1564,0.483,0.3606,0.1598,yes,Drilled,,,0,3733.746667,492.7072908,2
